TECHPUBLAYERNAME,GEOCATUUID,STATUS (ZS),INGESTSTATE,TIMESTANDDATE,
ch.swisstopo.geologie-geosites,af46b0e7-25b4-49ca-a357-c0ab6e794dd6,Published,Productive,2020-03-12 00:00:00,A
ch.bfs.arealstatistik-bodenbedeckung-1997,af74a95b-7295-47b8-8cfe-795e9a09a086,Published,Decommissioned,2018-12-31 00:00:00,C
ch.bazl.spitallandeplaetze,afcad9a9-3c1c-4640-a6a9-aa279e4d501c,Published,Productive,2021-03-25 00:00:00,A
ch.vbs.ersatzteillager,b00a3a76-6aee-44d9-a7cc-b945f7f7ac73,InProgress,NotProductive,2018-10-25 00:00:00,B
ch.bafu.hydrogeologische-karte_100,b01523a1-9f61-43a2-95cb-be843cc1b18a,Published,Productive,2014-12-31 00:00:00,A
ch.bazl.sicherheitszonenplan_aenderung_v2_0.oereb,b032ae77-f6a4-4c01-94b7-f3651bdf0391,Published,Productive,2021-12-15 00:00:00,A
ch.bafu.hydroweb-messstationen_zustand,b034fd62-6405-44a7-969a-e1f5ebe873ee,Published,Productive,2015-06-30 00:00:00,A
ch.vbs.panzerverschiebungsrouten,b0478e7d-63df-4ff8-b90c-336a2b5176db,Published,Productive,2022-03-28 00:00:00,A
ch.bafu.neophyten-schmetterlingsstrauch,b0658eec-d604-4490-910c-e7117c0444bb,Published,Productive,2015-10-07 00:00:00,A
ch.bafu.landesforstinventar-waldmischungsgrad,b07a4589-159b-4c3a-b1e7-dbdad11f7e62,Published,Productive,2018-10-31 00:00:00,A
ch.vbs.durchgangsstrassen,b07cb492-90cb-41d8-9a0a-a0b2bd49c565,InProgress,Productive,2021-08-04 00:00:00,A
ch.blw.bodeneignung-skelettgehalt,b07f2385-ee3d-4dae-aac2-3fce678ead33,Published,Productive,2008-10-24 00:00:00,A
ch.bafu.gewaesserschutz-biologischer_zustand_makrozoobenthos,b0b3a9f3-0a3f-4177-ba89-ad21c8b39a10,Published,Productive,2015-12-31 00:00:00,A
ch.vbs.eltam-elsa-50,b0be4e8f-18fb-4d21-8a2b-7b561fffeff9,InProgress,Productive,2022-02-07 00:00:00,A
ch.bfe.windenergieanlagen,b11962c5-cad9-4783-9e88-d8248e90c47f,Published,Productive,2021-12-31 00:00:00,A
ch.swisstopo.swiss-map-vector1000.metadata,b141d099-4f8f-475f-a58c-d488f04ae88d,InProgress,Decommissioned,2022-01-01 00:00:00,C
ch.swisstopo.geologie-spezialkarten_schweiz_vector.metadata,b15b89ac-d7e5-412c-bd4a-5077c935806c,Published,Productive,2011-01-01 00:00:00,A
ch.tamedia.schweizerfamilie-feuerstellen,b18d3378-4b80-47f7-9fdc-903faf5f0cfd,Published,Decommissioned,2011-01-24 00:00:00,C
ch.vbs.baumaterial,b1a6ba4f-9a4d-48dd-8a5c-d964590a4f98,InProgress,Productive,2022-03-18 00:00:00,A
ch.bazl.hindernisbegrenzungsflaechen-perimeter,b1ccf10f-77b6-45b8-afa7-8ed92100476c,Published,Productive,2018-12-10 00:00:00,A
ch.bafu.schutzgebiete-paerke_nationaler_bedeutung,b1fb8e29-8387-4081-9976-022ff925823b,Published,Productive,2023-01-01 00:00:00,A
ch.swisstopo.transformation-bezugsrahmen_hoehe,b3362599-3bc6-4615-a290-546792f89c83,Published,Productive,2012-12-31 00:00:00,A
ch.swisstopo.swisstlm3d-karte-farbe,b353f39c-6349-49e0-97d0-c522fc2fbf0f,Published,Productive,2019-01-01 00:00:00,A
ch.swisstopo.lubis-luftbilder_schraegaufnahmen,b38ee443-8965-4a25-bb99-626b32c6227f,Published,Productive,2016-01-25 00:00:00,A
ch.swisstopo.geologie-spezialkarten_schweiz,b39fb2ac-e3f3-434e-9dd5-923ec47c9ef4,Published,NotProductive,2011-01-01 00:00:00,B
ch.bafu.vec25-seen,b3bcb280-b613-4b43-8889-bc386e621e0d,Published,Productive,2007-01-01 00:00:00,A
ch.astra.unfaelle-personenschaeden_fahrraeder,b3f51682-cb44-46ce-b215-ac5b5f996286,Published,Productive,2022-02-27 00:00:00,A
ch.bfe.projektierungszonen-starkstromanlagen,b4206278-596c-49fe-ac8b-a953d91ed935,Published,NotProductive,2021-12-15 00:00:00,B
ch.bazl.luftfahrthindernis,b43208df-1ac2-4d00-b559-d83e4d86ba1a,Published,Productive,2022-12-14 00:00:00,A
ch.bafu.showme-gemeinden_sturzprozesse,b43f69ba-4b97-40e0-989f-116e5735145a,Published,Decommissioned,2019-01-01 00:00:00,C
ch.astra.wanderland-sperrungen_umleitungen,b440815a-07e5-48db-959d-cb2ca4458f3a,Published,Productive,2022-03-17 00:00:00,A
us.nga.haefen-welt,b480b814-92a9-48aa-8b85-fe7bb9b75c73,Published,Productive,2016-02-05 00:00:00,A
ch.swisstopo.landeskarte-grau-10,b495f369-9262-4269-8532-27b06591e33a,Published,Productive,2022-05-01 00:00:00,A
ch.bafu.neophyten-robinie,b5012ebd-8eef-46ef-b0e1-b9a848f10dbc,Published,Productive,2015-10-07 00:00:00,A
ch.bfe.stauanlagen-bundesaufsicht,b5225e07-9884-47b9-8bc2-161d07d1e7f2,Published,Productive,2022-08-29 00:00:00,A
ch.bfs.arealstatistik-bodenbedeckung,b53c03bb-a168-491f-b266-c7e9ec0af320,Published,Productive,2018-12-31 00:00:00,A
ch.bafu.holzzuwachs,b57608a1-2e5c-491d-9c3a-8b1b82ad155b,Published,Decommissioned,2010-03-10 00:00:00,C
ch.bafu.ren-trockenstandorte,b5f7374b-2f4b-4d28-a23c-eb2d2a64b579,Published,Productive,2011-02-14 00:00:00,A
ch.bfe.solarenergie-eignung-daecher,b614de5c-2f12-4355-b2c9-7aef2c363ad6,Published,Productive,2023-01-11 00:00:00,A
ch.bfe.fernwaerme-angebot,b6c8d9c6-a2ca-435a-af0a-6a8ac94199fc,Published,Productive,2017-12-31 00:00:00,A
ch.bafu.neophyten-essbares_zypergras,b75b0103-9433-4bf5-bbc3-e5f5c127b5d4,Published,Productive,2015-10-07 00:00:00,A
ch.swisstopo.verschiebungsvektoren-tsp1,b7630e06-7e06-4ab0-9ed5-9fd2e66b6433,Published,Productive,2006-12-31 00:00:00,A
ch.bafu.erosion-gruenland_bodenabtrag_dez,b7a8ae3e-5ce7-429e-9783-4c4cd02481b9,Published,Productive,2019-04-01 00:00:00,A
ch.nagra.aeromagnetische-karte_1500,b814401b-9eb2-4e6c-b4a9-f24df7b8bba6,Published,Productive,1982-12-31 00:00:00,A
ch.are.reisezeit-oev,b8193af2-bc91-4baa-92aa-64c6cbccb4a8,Published,Productive,2017-06-30 00:00:00,A
ch.bfe.biomasse-verholzt,b8539dc3-3a56-467e-8433-80f522bfd6fc,Published,Productive,2017-06-30 00:00:00,A
ch.swisstopo.hiks-siegfried-ta50.metadata,b8642253-c0df-4d39-b92e-d05467caf0f5,Published,Productive,1949-01-01 00:00:00,A
ch.bakom.notruf-117_mobilnetz,b8bc1b3f-ea78-4254-b093-91d97894623d,Published,Productive,2021-06-01 00:00:00,A
ch.swisstopo.geologie-hydrogeologische_karte-grundwasservulnerabilitaet,b8efde6b-7323-4496-aa70-b976ec55cec9,Published,Productive,2008-10-16 00:00:00,A
ch.swisstopo.geologie-geotechnik-ziegeleien_1965,b9071013-5912-4fff-b525-81ecc21bc432,Published,Decommissioned,2006-03-04 00:00:00,C
ch.bakom.radio-fernsehsender,b92fae28-d12b-4278-8535-1929807341cd,Published,Productive,2018-05-01 00:00:00,A
ch.swisstopo.swisstlm3d-eisenbahnnetz,b93d607a-9024-41c6-81c3-cbd311d00a44,InProgress,Productive,2023-03-08 00:00:00,A
ch.bakom.anbieter-eigenes_festnetz,b9b367de-baf0-47d9-b642-bd0f7f29c842,Published,Productive,2020-10-31 00:00:00,A
ch.bafu.wald-niederschlag_sommer_2085_gering,b9bb9554-5e65-41c0-9506-08d34c555608,Published,Productive,2021-01-01 00:00:00,A
ch.bak.bundesinventar-schuetzenswerte-ortsbilder_fotos,b9c1d690-008f-494c-a47f-ec96d9a8d84f,Published,NotProductive,2022-05-04 00:00:00,B
ch.swisstopo.swissbuildings3d_3_0,b9e8adf5-cb86-40cd-b969-c7e877445b3d,InProgress,Productive,2021-10-01 00:00:00,A
ch.bav.laerm-emissionsplan_eisenbahn_nacht,ba0a2f99-0ee3-4166-947f-eb3bf7709451,Published,Decommissioned,2014-01-06 00:00:00,C
ch.bfe.geak-experten,ba990750-84f1-49d1-85a3-3a3c2f0415fa,InProgress,NotProductive,2018-04-09 00:00:00,B
ch.vbs.spitaeler-ksd,bade3d92-932d-4115-9f59-154ae1a464aa,Published,Productive,2018-03-04 00:00:00,A
ch.bafu.neophyten-gestreiftes_suessgras,bb03e246-e1e0-4a05-a20c-c004047ab871,Published,Productive,2015-10-07 00:00:00,A
ch.meteoschweiz.messnetz-beobachtungen,bb2c81cc-0f41-4bd0-919e-c7671e27cd12,Published,Productive,2018-03-09 00:00:00,A
ch.swisstopo.images-spot-5.metadata,bb413c9c-2dd5-40b2-a711-ae297e1274f5,Published,Decommissioned,2005-01-01 00:00:00,C
ch.bfe.windenergie-geschwindigkeit_h150,bb51c6f0-2be5-4933-9582-90dc613c8c75,Published,Productive,2018-10-01 00:00:00,A
ch.swisstopo.geologie-rohstoffe-gebrochene_gesteine_abbau,bb682732-ca6d-43f4-8c95-760b76004b22,Published,Productive,2018-01-01 00:00:00,A
ch.bafu.hydrologie-hintergrundkarte,bbc6aedb-019f-4a49-8a6c-437264b3bd37,Published,Productive,2014-10-23 00:00:00,A
ch.mobility.standorte,bbd6d25d-5f62-4b35-aa95-85303943c479,Published,Decommissioned,2017-01-22 00:00:00,C
ch.blw.ursprungsbezeichnungen-spirituosen,bc34236a-ffe9-40af-9eae-d2cf1e0e96e6,Published,Productive,2021-12-16 00:00:00,A
ch.bafu.bundesinventare-bln,bc3f1564-1e56-44e9-98b6-f0d8c5130410,Published,Productive,2022-11-15 00:00:00,A
ch.bafu.schutzgebiete-paerke_nationaler_bedeutung_perimeter,bc4bd921-cec6-4f29-a784-29049c9f8026,Published,Productive,2023-01-01 00:00:00,A
dk.dalo.luftfahrtkarte-500,bcb2a919-8c04-494f-9175-b2a6f1b2d71d,Published,Productive,2019-03-04 00:00:00,A
ch.bafu.hydrologie-hydromessstationen,bd377507-c61d-4fe2-bf81-9605b405d8ad,Published,Productive,2019-12-31 00:00:00,A
ch.swisstopo.swisssurface3d-raster,bd4f6bf2-6622-4a16-a6c8-37326ebc9012,Published,Productive,2022-11-15 00:00:00,A
ch.bafu.wald-lufttemperatur_juli_1981_2010,bd71b199-c2ac-406e-b99c-fe3d2b12e12f,Published,Productive,2021-01-01 00:00:00,A
ch.swisstopo.swisstlm3d-strassen,be285f33-0373-4882-b911-de402bcdfeb4,InProgress,Productive,2023-03-08 00:00:00,A
ch.swisstopo.grenzuebergaenge,be5c27ce-158e-4924-aa88-f48172e847ef,Published,Productive,2021-03-19 00:00:00,A
ch.swisstopo.geologie-geologischer_atlas_vector.metadata,bea72085-38cb-4938-bbcb-9f06458d2bfa,Published,Productive,2017-01-01 00:00:00,A
ch.astra.baulinien-nationalstrassen.oereb,beae456f-d664-476e-95f5-d9adf20fd6bf,Published,Decommissioned,2021-12-15 00:00:00,C
ch.bafu.fischerei-aeschen_kernzonen,befea12b-b27b-40dd-920d-9c4d2eafc7fb,Published,Productive,2011-08-29 00:00:00,A
ch.bfe.windenergie-potenzialgebiete,bf588f7f-7708-4518-932e-ef950e0c789a,Published,Productive,2020-09-25 00:00:00,A
ch.swisstopo.hiks-dufour.metadata,bfa9994f-c8b1-4dc1-90b2-fe1211bf2d22,Published,Productive,1944-01-01 00:00:00,A
ch.bav.kataster-belasteter-standorte-oev,c022c6b6-67ad-4023-8d01-cd0d89cf73a6,Published,Productive,2021-12-15 00:00:00,A
ch.bafu.neophyten-armenische_brombeere,c02da032-7b8e-4342-b227-a596455dd8b7,Published,Productive,2015-10-07 00:00:00,A
ch.bafu.neophyten-syrische_seidenpflanze,c0858914-d721-42a3-b856-a3b786d99762,Published,Productive,2015-10-07 00:00:00,A
ch.bafu.neophyten-runzelblaettriger_schneeball,c128b3e5-6620-41f0-a8f7-3cb7dd228f99,Published,Productive,2015-10-07 00:00:00,A
ch.astra.veloland-sperrungen_umleitungen,c1293eab-eeb0-45a5-b79f-0909129c7e5a,Published,Productive,2022-03-17 00:00:00,A
ch.astra.hauptstrassennetz,c1333de6-fb91-4b0b-be95-8eab89b05358,Published,Productive,2020-01-01 00:00:00,A
ch.swisstopo.geologie-generalkarte-ggk200.metadata,c17ba742-9a43-4ed2-9331-e776d6e9065d,Published,Productive,1964-12-31 00:00:00,A
fi.fdgc.luftfahrtkarte-500,c18ed9ba-4d8d-4744-965e-19db2ffec93b,Published,Productive,2018-04-26 00:00:00,A
ch.are.agglomerationen_isolierte_staedte,c1a563a5-3af3-4fd6-b2fd-1e4b010f0fc4,Published,Decommissioned,2009-01-01 00:00:00,C
ch.babs.kulturgueter,c1a6591c-31a8-416a-a871-666eeeb7dc91,Published,Productive,2022-08-31 00:00:00,A
ch.bafu.gewaesser-uferbestockung_vegetation,c1e84bbb-be87-455b-8705-25ec16efda19,Published,Productive,2021-03-01 00:00:00,A
ch.bafu.schutzgebiete-biosphaerenreservate,c212a19c-6e06-4ca4-bdee-3ec62ccd7b1e,Published,Productive,2017-11-01 00:00:00,A
ch.bakom.notruf-143_mobilnetz,c2c6114c-707d-424d-a860-ffe4e22330c6,Published,Productive,2021-06-01 00:00:00,A
ch.bafu.laerm-bahnlaerm_tag,c335f61e-1e94-4a59-b0e7-94bb158f5a48,Published,Productive,2018-08-23 00:00:00,A
ch.blw.erosion-fliesswegkarte,c3469d7a-9d43-4873-af2a-bd5cc230a958,InProgress,Productive,2022-05-03 00:00:00,A
ch.swisstopo-karto.hangneigung,c37cbfbf-0d87-4ae8-8c21-8932130eb3fa,Published,Productive,2016-01-01 00:00:00,A
us.nga.luftfahrtkarte-2000,c3897817-e1c7-4938-8a76-ebbaa56f4c77,Published,Productive,2017-03-13 00:00:00,A
ch.blw.steil_terrassenlagen_rebbau,c3e162d0-512b-4baa-ae0f-0d4bd7418ad7,Published,Productive,2017-10-27 00:00:00,A
ch.bazl.einschraenkungen-drohnen,c3ebd7ba-0fd5-411a-9074-3d0cdc46bc4d,Published,Productive,2022-12-14 00:00:00,A
ch.bafu.schutzgebiete-luftfahrt,c3f513a7-f860-4894-a139-6218a9697519,Published,Productive,2020-11-09 00:00:00,A
ch.vbs.lager-fahrzeuge,c4204538-c491-4357-a5d2-6e908adec8cb,InProgress,NotProductive,2018-10-25 00:00:00,B
ch.bav.laermbelastung-eisenbahn_tatsaechliche_emissionen_tag,c4622adc-282a-4368-b3a8-d15769882b6f,Published,Productive,2021-09-01 00:00:00,A
ch.swisstopo.geologie-gesteinsdichte,c4a7ceb5-8bf5-457d-ab0a-57216dafce53,Published,NotProductive,2020-10-01 00:00:00,B
ch.bfe.kleinwasserkraftpotentiale,c4b695b0-23ad-4d0d-a496-16fc0f597819,Published,Productive,2012-05-31 00:00:00,A
ch.swisstopo.geologie-geotope_kantone_stand,c4d2c1b0-b075-4d7b-be7c-54d26411cda3,Published,NotProductive,2021-02-02 00:00:00,B
no.mgs.luftfahrtkarte-500,c52cf4f0-506f-4ab0-b30a-0cb1c457692f,Published,Productive,2016-10-29 00:00:00,A
at.img.luftfahrtkarte-250,c52dfa47-a458-4ad2-b698-63fc4214783b,Published,Productive,2016-10-11 00:00:00,A
ch.swisstopo.landeskarte-farbe_winter_25,c5506f8d-8910-49ea-849a-2cdc523c2070,Published,NotProductive,2021-11-01 00:00:00,B
ch.swisstopo.leichte-basiskarte.vt,c593018b-0bb2-4b7c-81e7-21071bc47b08,Published,NotProductive,2021-01-01 00:00:00,B
ch.meteoschweiz.messwerte,c5a64ca1-f337-4bdd-8051-ed17f45df463,Published,Productive,2018-03-09 00:00:00,A
ch.bag.zecken-fsme-impfung,c5b6314d-91ac-466b-ab97-4b7c3c6e5f94,InProgress,Productive,2022-03-10 00:00:00,A
ch.blw.bergprodukte,c5bc9d6b-cafb-4617-97d7-868ab4cd5506,Published,Productive,2015-04-22 00:00:00,A
ch.swisstopo.swissboundaries3d-land-flaeche.fill,c5bd42e6-033f-4d43-a398-320b42538798,Published,Productive,2023-01-01 00:00:00,A
ch.bafu.naqua-grundwasser_voc,c5f01eb1-d755-4450-bc4f-3871589de62f,Published,Productive,2013-03-05 00:00:00,A
ch.bafu.wald-vegetationshoehenstufen_2085_weniger_trocken,c63a8513-7d77-4e11-9f6f-8d36debb036b,Published,Productive,2021-09-22 00:00:00,A
ch.bafu.fischerei-proliferative_nierenkrankheit,c653e1b5-4e2c-4ecf-ac11-008cf4b5a209,Published,Productive,2014-01-20 00:00:00,A
ch.swisstopo.swisssurface3d-reliefschattierung-multidirektional,c6b8a141-9e08-4083-b654-620c43ffebe7,Published,Productive,2022-11-15 00:00:00,A
ch.bafu.neophyten-kopoubohne,c6be015b-c317-4f08-8f0b-72703e29377e,Published,Productive,2015-10-07 00:00:00,A
ch.bafu.gewaesser-uferbestockung,c6c2b47d-f8ad-488a-9104-24773d3d2f6f,Published,Productive,2021-03-01 00:00:00,A
ch.blw.erosion-mit_bergzonen,c71cbdaf-d9db-42b6-a5d3-a24b6aa075a7,InProgress,Decommissioned,2022-05-03 00:00:00,C
ch.vbs.koordinationsabschnitte-ausbildungsmodule,c72bb110-668e-4c48-b2e1-2137e4c96c38,InProgress,Productive,2021-09-24 00:00:00,A
ch.meteoschweiz.messnetz-pollen,c75ed269-5961-4b0e-bea8-9c64c34d84ee,Published,Productive,2018-03-09 00:00:00,A
ch.bakom.notruf-118_mobilnetz,c7baa23e-f09f-4940-a100-ab5321d67461,Published,Productive,2021-06-01 00:00:00,A
ch.bafu.gewaesserschutz-klaeranlagen_reinigungstyp,c80d9b2e-522e-45cb-a587-c5fe028d63df,Published,Productive,2014-01-01 00:00:00,A
ch.vbs.operative-planungskarte-phoenix-500,c84e5b49-c8ba-4b62-8089-0b1aa22f854d,Published,NotProductive,2018-05-07 00:00:00,B
ch.bakom.notruf-147_mobilnetz,c883aaf2-3707-433f-a0d9-32f245f44eb9,Published,Productive,2021-06-01 00:00:00,A
ch.swisstopo-vd.spannungsarme-gebiete,c8b1a15e-b4db-49b0-ad3a-5b113c072fca,Published,Productive,2022-11-14 00:00:00,A
ch.swisstopo.geologie-geologische_karte_papier.metadata,c8e951b2-35d1-4382-9c41-d7c55d846960,Published,Decommissioned,2016-01-01 00:00:00,C
ch.bafu.niederschlagserosivitaet-mrz,c91931dd-73a0-47d0-aef2-7939625fa3b3,Published,Productive,2019-10-02 00:00:00,A
ch.bfe.erneuerbarheizen-mehrfamilienhaeuser,c91a9264-9349-4555-904f-b7c500e31e74,Published,Productive,2021-02-24 00:00:00,A
ch.vbs.support-luftwaffe,c927dda5-4bf6-4402-a767-7bdaf3074e8d,InProgress,Productive,2018-10-25 00:00:00,A
ch.are.gemeindetypen,c967f055-9482-4bcb-a1bb-8de7971e7293,Published,Productive,2014-01-01 00:00:00,A
ch.bafu.bundesinventare-flachmoore,c98723f6-4c76-480b-bada-c8a5ce3d20d8,Published,Productive,2021-07-01 00:00:00,A
ch.meteoschweiz.messwerte-aktuell,c994a2fa-047d-4a0d-841a-efe70c5815c8,Published,Productive,2018-03-09 00:00:00,A
ch.astra.ivs-gelaendekarte,c99e4a84-b340-4c83-ad3f-f5bcb15a1bf1,Published,Productive,2015-12-31 00:00:00,A
ch.bafu.niederschlagserosivitaet-jan,ca83b114-938b-4f52-8556-eb2844b4b00c,Published,Productive,2019-10-02 00:00:00,A
ch.swisstopo.geologie-geologische_karte,ca917a71-dcc9-44b6-8804-823c694be516,Published,Productive,2008-06-30 00:00:00,A
ch.swisstopo.amtliches-strassenverzeichnis,caf39a72-92be-4bd1-a976-4eaaeb770a44,Published,Productive,2019-05-23 00:00:00,A
ch.swisstopo.landeskarte-farbe-10,cb0f8401-c49a-4bdf-aff6-40a7015ba43a,Published,Productive,2022-05-01 00:00:00,A
ch.bakom.notruf-112_zentral,cb6d8528-ef3d-4412-8962-03f5ce6bfad3,Published,Productive,2021-06-01 00:00:00,A
ch.bafu.gewaesserschutz-chemischer_zustand_nitrit,cbe62982-11ff-46c1-9264-4b3bb67a7743,Published,Productive,2015-12-31 00:00:00,A
ch.astra.nationalstrassenachsen,cc9bb928-851d-4ecd-8dd8-ba6abcad19a4,InProgress,Productive,2019-08-01 00:00:00,A
ch.bazl.laermbelastungskataster-zivilflugplaetze_militaer-gesamt,cd12a6cd-38f0-4ea4-bbeb-4cc1be8bf0a6,Published,Productive,2022-06-30 00:00:00,A
ch.bakom.verfuegbarkeit-hdtv,cd1a0328-e765-49b9-8c2a-92b4d411b770,Published,Decommissioned,2020-10-31 00:00:00,C
ch.bafu.neophyten-kletternder_giftsumach,cdabe2f9-7688-42a2-8c8c-d4f8b2a42fc7,Published,Productive,2015-10-07 00:00:00,A
ch.swisstopo.swisstlm3d-wald,cdb289d5-db16-4440-8529-5807a262f6a2,InProgress,Productive,2023-03-08 00:00:00,A
ch.bazl.luftraeume-fluginformationsgebiet,cde5d669-5c65-4338-9e7c-dc839df4a8b4,Published,Productive,2022-03-24 00:00:00,A
ch.bfs.betriebs-unternehmensregister-hochschulen,ce2e58ff-9e44-446d-90c2-1f7813996d09,Published,Productive,2019-06-14 00:00:00,A
ch.bafu.wald-standortsregionen,cea10afc-8e6d-4a57-aeaf-01a49364ed14,Published,Productive,2020-06-03 00:00:00,A
ch.vbs.betriebsstoffe,cebc472c-a1f1-4804-a559-28020b8c395b,InProgress,Productive,2022-03-18 00:00:00,A
ch.bfs.betriebs-unternehmensregister-forschungsinstitute,ceedc8bc-ee3a-40ff-baf2-e404d034a569,Published,Productive,2019-06-14 00:00:00,A
ch.bafu.neophyten-glattes_zackenschoetchen,ceee155b-d191-4e73-8f51-4419d227b9a6,Published,Productive,2015-10-07 00:00:00,A
ch.ezv.lohnbrennereien,cf56e8cf-fcc6-479d-98f8-ba6d75908778,InProgress,NotProductive,2017-01-09 00:00:00,B
at.img.luftfahrtkarte-500,cf6cee60-6b85-47fd-868a-7d271a7771c7,Published,Productive,2019-05-08 00:00:00,A
ch.meteoschweiz.normwerttabellen,cf90489e-7a02-4490-a6ca-1b3d25d28e06,Published,Productive,2000-01-03 00:00:00,A
ch.kantone.cadastralwebmap-farbe,cf93dfb6-ffff-43ce-bd9b-271baba2d217,Published,Productive,2016-11-27 00:00:00,A
ch.bakom.notruf-118_zentral,cfad6c18-ac21-44d2-9eec-efb7f62a9be8,Published,Productive,2021-06-01 00:00:00,A
ch.swisstopo.vec200-landcover,cfbd4793-4225-4743-942b-d9b97acfbfcc,Published,Productive,2022-10-19 00:00:00,A
ch.swisstopo.geologie-geodaesie-bouguer_anomalien_papier.metadata,cff2a951-b5ec-4a51-a0f2-f89dd90e5782,Published,Decommissioned,2016-01-01 00:00:00,C
us.nga.luftfahrtkarte-5000,d095c0a8-be6e-483b-bb87-f258054eb91c,Published,Productive,2017-03-13 00:00:00,A
ch.bfe.energiestaedte-2000watt-areale,d11e76bf-7df2-4057-8fa8-71a0a19523ea,Published,Productive,2019-07-12 00:00:00,A
ch.swisstopo.hiks-dufour,d12f970f-6a83-4c33-8cfe-7504b6a5dca9,Published,Productive,1944-01-01 00:00:00,A
ch.bafu.neophyten-auslaeuferbildendes_fettkraut,d13289ba-96c2-456f-affb-02a3069bb505,Published,Productive,2015-10-07 00:00:00,A
ch.bafu.schutzgebiete-schweizerischer_nationalpark,d1359dad-6edf-4275-ada0-2e33be8945b2,Published,Productive,2001-01-17 00:00:00,A
ch.blw.emapis-bewaesserung,d1b38dfa-b5cb-4076-a405-9bd151cd60ae,Published,Decommissioned,2019-06-06 00:00:00,C
ch.swisstopo.fixpunkte-agnes,d2152a5b-3c64-4a4a-abf5-0ae342f2f108,Published,Productive,2022-01-05 00:00:00,A
ch.are.reisezeit-agglomerationen-miv,d23ebfb6-00a4-44d6-8463-4d34d57a5ff4,Published,Productive,2017-06-30 00:00:00,A
ch.swisstopo.geologie-geotechnik-steinbrueche_1980,d2420114-b83d-4658-b205-4ccf8e4d1a07,Published,Productive,2006-03-04 00:00:00,A
ch.bfs.quartiergrenzen,d27826a3-16ec-4329-b5c1-0d31df65c9af,InProgress,Productive,2021-02-25 00:00:00,A
ch.blw.emapis-elektrizitaetsversorgung,d2b6d603-c6e1-4fa5-9ddf-a6d58c4a8b91,Published,Decommissioned,2019-06-06 00:00:00,C
ch.bfe.biogasanlagen,d303ef3f-2ab2-4b83-9d81-7594173e3728,Published,Productive,2020-12-31 00:00:00,A
ch.bafu.schutzgebiete-smaragd,d31b13f3-f68f-4432-a1f8-5344046c2dd2,Published,Productive,2009-09-17 00:00:00,A
ch.bazl.gebirgslandeplaetze,d31ecd5b-e00c-430b-ab2e-d9148a199b9c,Published,Productive,2021-03-25 00:00:00,A
ch.swisstopo.hiks-siegfried,d3b21424-70a4-4984-a693-aa7f11813c53,Published,Productive,1926-12-31 00:00:00,A
ch.meteoschweiz.messnetz-webcams,d3fb5971-b21b-433f-aa27-2fa8adb76248,Published,Productive,2018-03-09 00:00:00,A
ch.bafu.sturm-staudruck_300,d416fce6-2319-4afc-9d28-3455083b2f40,Published,Productive,2014-11-07 00:00:00,A
ch.bafu.tranquillity-gebiete,d45474c1-fd79-441d-9162-525119490ef7,InProgress,NotProductive,2022-02-10 00:00:00,B
ch.meteoschweiz.messwerte-gesamtschnee-1d,d460972c-273f-4404-8221-1ccb6ac351ce,Published,Productive,2018-03-09 00:00:00,A
ch.bafu.bundesinventare-auen,d47dffc7-8072-40c2-bbf7-4fb47367bd29,Published,Productive,2017-11-01 00:00:00,A
ch.bfe.elektrische-anlagen_ueber_36,d4aba7f1-426a-4427-9b62-97c6513a51d8,InProgress,NotProductive,2022-07-19 00:00:00,B
ch.bafu.wald-kontinentalitaet_jahr_1000m_1981_2010,d4c9adad-69d9-4dd4-82f9-5865b3416f47,Published,Productive,2021-01-01 00:00:00,A
ch.bafu.neophyten-nuttalls_wasserpest,d4de71b5-a275-4475-b3e9-dc35e2aba4cf,Published,Productive,2015-10-07 00:00:00,A
ch.astra.mountainbikeland,d4f1ebde-f999-4c56-b4a5-7ec8720a4052,Published,Productive,2022-03-17 00:00:00,A
ch.bakom.notruf-145_festnetz,d500e71f-68b0-4275-b73a-c35e254752f0,Published,NotProductive,2021-06-01 00:00:00,B
ch.swisstopo.swisstlm3d-karte-grau.3d,d523df4c-6d6e-402a-9385-72f809c88ee2,Published,Productive,2020-04-14 00:00:00,A
ch.bafu.bundesinventare-moorlandschaften_anhoerung,d54014f4-d075-4b22-8167-b4f5728efd24,Published,Decommissioned,2017-11-01 00:00:00,C
ch.vbs.kataster-belasteter-standorte-militaer,d56dc013-2659-4664-8829-7e097dfa4173,Published,Productive,2021-12-15 00:00:00,A
ch.bfe.windenergie-geschwindigkeit_h75,d5892cf4-38fa-4af7-9ddb-f87dd2ed06cd,Published,Productive,2018-10-01 00:00:00,A
ch.swisstopo.landeskarte-farbe_winter_100,d58ed848-e252-44ca-bc1d-7f9c65df26f8,Published,NotProductive,2021-11-01 00:00:00,B
ch.blw.bodeneignung-wasserdurchlaessigkeit,d5bd22a3-0656-4582-97bc-37f77b5426ca,Published,Productive,2008-10-24 00:00:00,A
ch.vbs.rammpfaehle-waldlangholz,d5fe7d81-65ae-4be3-ba65-f3ecc9939c39,InProgress,NotProductive,2018-10-25 00:00:00,B
ch.bafu.ren-extensive_landwirtschaftsgebiete,d60ff6a8-4b80-4535-aa89-cfad26916b80,Published,Productive,2011-02-14 00:00:00,A
